Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
24/09/2018,"106 SPA ROAD, TRALEE, CO KERRY",,Kerry,"€96,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2021,"57 MERVILLE RD, STILLORGAN, DUBLIN",,Dublin,"€710,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/11/2020,"117 ST LAWRENCE RD, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"€810,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2021,"1 OAKWOOD, BALLINDEREEN, CO GALWAY",,Galway,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2010,"74 Cluain Dubh, Father Russell Road",,Limerick,"€125,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
10/01/2020,"30 DROMARD RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,"€347,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2019,"1 THE MEWS, CLASSIS LAKE, OVENS",,Cork,"€219,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2021,"2 SEANCHAI HOLIDAY HOMES, DUNGARVEN, CO. WATERFORD",,Waterford,"€135,000.00",No,Yes,New Dwelling house /Apartment,
04/05/2021,"8 MELROSE AVE, FAIRVIEW, DUBLIN 3",Dublin 3,Dublin,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/01/2015,"APT 109 CASTLE PLACE, RAILWAY SQUARE, WATERFORD",,Waterford,"€52,800.00",No,No,Second-Hand Dwelling house /Apartment,
02/02/2015,"LISAGONE, BALLYAHYES, CO CAVAN",,Cavan,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2014,"48 Woodview, Listowel",,Kerry,"€127,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/08/2020,"K MOORE, KILLORAN, TEMPLETUOHY",,Tipperary,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/06/2018,"22 The Park, Janeville, Cork Road",,Cork,"€281,938.32",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
13/04/2018,"7 WESTGATE, WEXFORD TOWN, WEXFORD",,Wexford,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2014,"4 Riverside Lawns, Kinnegad",,Westmeath,"€82,440.00",No,No,Second-Hand Dwelling house /Apartment,
31/12/2018,"23 ANNER RD, INCHICORE, DUBLIN 8",Dublin 8,Dublin,"€362,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/07/2014,"132 GREENHILLS COURT, SOUTH DOUGLAS RD, CORK",,Cork,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2020,"BAURNAFEA, NR CASTLEWARREN, KILKENNY",,Kilkenny,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/02/2016,"8 ASHGROVE, MOYANE, CO KERRY",,Kerry,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2017,"20 THE HAMPTONS, ARD CASHEL, WATERGRASSHILL",,Cork,"€242,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
11/03/2014,"10 MCKEE RD, FINGLAS, DUBLIN 11",,Dublin,"€161,500.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2021,"ULLATHORN, BALLEALLY, LUSK",,Dublin,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2017,"10 PUDDING ROW, TEMPLEBAR, DUBLIN 2",Dublin 8,Dublin,"€349,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/10/2012,"3 RIVERBANK, POACHERS GATE, BURRIN ROAD",,Carlow,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/07/2016,"11 WOODLANDS COURT, ARKLOW, CO WICKLOW",,Wicklow,"€154,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2013,"66 Retreat Park, Athlone",,Westmeath,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/02/2020,"57 ST ATTRACTA RD, CABRA, DUBLIN 7",Dublin 7,Dublin,"€318,500.00",No,No,Second-Hand Dwelling house /Apartment,
02/03/2020,"76 HUNTSTOWN DR, HUNTSTOWN, DUBLIN 15",Dublin 15,Dublin,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/10/2018,"WHITECROSS, JULIANSTOWN, MEATH",,Meath,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/08/2010,"11 Applewood, Maryborough Ridge, Douglas",,Cork,"€259,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
31/10/2016,"APT 2, STREAMMILL LANE, SKIBEREEN",,Cork,"€37,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2021,"6 ROCWOOD, GALLOPING GREEN, STILLORGAN",,Dublin,"€382,500.00",No,No,Second-Hand Dwelling house /Apartment,
03/05/2016,"38 MEADOW COURT, NEWCASTLE WEST, LIMERICK",,Limerick,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/08/2021,"16 ARDPATRICK CLOSE, BLACKPOOL, CO CORK",,Cork,"€279,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/03/2020,"SRAGH, MULLANARY, BALLYBAY",,Monaghan,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/03/2013,"55 Merrion Road, Ballsbridge",,Dublin,"€2,260,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2020,"48 SUMMERHILL, NENAGH, COUNTY TIPPERARY",,Tipperary,"€62,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2020,"1 CASTLEKNOCK OAKS, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"€750,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2015,"ST. ANNES, 16 NEWCASTLE ROAD, GALWAY",,Galway,"€272,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2019,"10 BANK PLACE, ST MICHAEL ST, TIPPERARY",,Tipperary,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/09/2016,"1 QUAY ST, WESTPORT, MAYO",,Mayo,"€122,500.00",No,No,Second-Hand Dwelling house /Apartment,
09/07/2019,"35 ST FINTANS CRESCENT, SUTTON, DUBLIN 13",Dublin 13,Dublin,"€695,500.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2016,"7 CREEVAGHBAWN, BALLYMAHON, LONGFORD",,Longford,"€83,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2018,"3 Longview Square, Millers Glen, Swords",,Dublin,"€264,273.13",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/12/2019,"240 LOWER KILMACUD RD, GOATSTOWN, DUBLIN 14",Dublin 14,Dublin,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2014,"Ballard, Araglen, Kilworth",,Cork,"€82,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2010,"8 Stonemasons Road, Lusk",,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2019,"12 THE OLD FORGE, LUCAN, DUBLIN",,Dublin,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2013,"Apartment 19, Goodtide Harbour, Batt Street",,Wexford,"€44,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2017,"34 Gort an Duin, Oranhill, Maree Road",,Galway,"€289,868.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/08/2016,"6 BALLYMANY MANOR, NEWBRIDGE, KILDARE",,Kildare,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/05/2018,"408A CLONARD ROAD, DUBLIN 12",Dublin 12,Dublin,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2021,"THE BLUE HACKLE HOUSE, MAIN STREET, DELVIN",,Meath,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2020,"23 BENEAVIN DR, GLASNEVIN, DUBLIN 11",Dublin 11,Dublin,"€17,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2018,"135 TIMBER MILLS, KILMORE RD, ARTANE DUBLIN 5",Dublin 5,Dublin,"€238,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2012,"A6 Harveys Dock, Youghal",,Cork,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2013,"14 MEADOW COURT, CLONMORE RD, ENNIS",,Clare,"€77,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2013,"311 Ard na Mara, Cartron Point, Sligo",,Sligo,"€93,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/02/2015,"4 KIMMAGE COURT, LOWER KIMMAGE RD, DUBLIN 6W",,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2016,"2 MOYOLA MEWS, LOWER CHURCHTOWN ROAD, DUBLIN 14",,Dublin,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/08/2010,"135 Drominbeg, Rhebogue",,Limerick,"€191,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/02/2010,"62 Kings Hall, Chapelizod",Dublin 20,Dublin,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/10/2015,"21 The Linden, 31-33 Merrion Road, Ballsbridge",Dublin 4,Dublin,"€810,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2020,"105  HILLVIEW  EST., BALLINTEER, DUBLIN 16",Dublin 16,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/08/2019,"7 ARD NA GREINE, KILTERAGH, DOORADOYLE",,Limerick,"€212,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2018,"CHAPEL ST, TAUGHMACONNELL, ROSCOMMON",,Roscommon,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2014,"25 NORTH ST, ONGAR VILLAGE, ONGAR",Dublin 15,Dublin,"€97,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/02/2020,"KILLICAR, BELTURBET, CAVAN",,Cavan,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2016,"65 KINCORA RD, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"€735,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/07/2013,"25 Woodlawn, Stranorlar",,Donegal,"€68,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/10/2012,"21 Gleann Ri, Holycross, Thurles",,Tipperary,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2017,"MAIN ST, CLONMANY, DONEGAL",,Donegal,"€56,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/08/2019,"GULLANE, CLONAKILTY, CORK",,Cork,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/11/2018,"Site 16, Airpark Square, Rathfarnham",Dublin 16,Dublin,"€378,854.62",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
14/12/2018,"3 CASTLE ROCK AVE, MIDLETON, CORK",,Cork,"€312,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/01/2013,"13 Bleach Road, Dun Brinn, Athy",,Kildare,"€91,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/04/2015,"UPPER MAIN ST, DONEGAL TOWN, MAIN ST",,Donegal,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/03/2014,"APARTMENT 88 HILL OF DOWN HOUSE, SPENCER DOCK, NORTH WALL QUAY",Dublin 1,Dublin,"€264,581.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/10/2018,"24 TIRCROGHAN, KINNEGAD, WESTMEATH",,Westmeath,"€232,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2021,"11 QUARRY DR, DUBLIN 12, DUBLIN",Dublin 12,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2015,"2 KELLS RD, TRIM, MEATH",,Meath,"€76,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2012,"15 Leinster Cottages, Maynooth",,Kildare,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/11/2012,"59 Beauvale Park, Artane",Dublin 5,Dublin,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/07/2021,"130 BRYANSTOWN MANOR, DUBLIN RD, DROGHEDA LOUTH",,Louth,"€156,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2021,"24 TUBBERCLAIRE MEADOWS, ATHLUMNEY, NAVAN",,Meath,"€228,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2019,"4 SLIEVENAMON RD, THURLES, TIPPERARY",,Tipperary,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2016,"5 COLLEGE COURT, BALLAGHADERREEN, CO ROSCOMMON",,Roscommon,"€45,500.00",No,No,Second-Hand Dwelling house /Apartment,
09/07/2013,"Ballinagrave, Kilshanny",,Clare,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2018,"TONAKNOCK, KILLAHAN, ABBEYDORNEY",,Kerry,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2019,"27 THE SQUARE, RIVERBANK, RATHMULLEN DROGHEDA",,Louth,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2017,"47 FLORAVILLE AVE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2021,"KNOCKANE, GARRYDOOLIS, PALLASGREEN",,Limerick,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2011,"13 Aubrey, Shankill Village",,Dublin,"€220,264.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/10/2020,"55 MARIAN AVE, PORTLAOISE, LAOIS",,Laois,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2015,"2 GREENCOURT BUILDINGS, BALLYHAUNIS RD, CLAREMORRIS",,Mayo,"€23,333.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2016,"23 WOODLAWN DR, CLONBULLOGUE, TULLAMORE",,Offaly,"€26,666.00",Yes,No,Second-Hand Dwelling house /Apartment,
24/03/2015,"RING HOUSE, BALLYMACODA, CO CORK",,Cork,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2017,"43 BROOKDALE AVE, RIVERVALLEY, SWORDS",,Dublin,"€286,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2015,"APARTMENT 54 GLENEAGEL HOUSE, THE OAKS, RIDGEWOOD",,Dublin,"€192,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2019,"FOXES BRIDGE, COURTBRACK, VICARSTOWN",,Cork,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/01/2021,"58 SPRING MEADOW, DUNGARVAN, WATERFORD",,Waterford,"€242,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2011,"Seaview Cottage, Sea Road, Arklow",,Wicklow,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2014,"95 ROYAL MEADOWS, KILCOCK, KILDARE",,Kildare,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/07/2016,"18 ARD NA CUAN, WHITEROCK HILL, WEXFORD",,Wexford,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/06/2017,"CASTLETOWN, BALLYCUMBER, OFFALY",,Offaly,"€43,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/06/2016,"45 HIGHWOOD PARK, COLLOONEY, SLIGO",,Sligo,"€100,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
22/03/2016,"GLENDUFF, KILBRITTAN, COUNTY CORK",,Cork,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2018,"31 THE SYCAMORE, ELMFIELD, LEOPARDSTOWN DUBLIN 18",Dublin 18,Dublin,"€403,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/03/2017,"21 Atkinson Drive, Aitkens Village, Stepaside",,Dublin,"€374,450.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/06/2015,"22 The Rise, Five Oaks, Drogheda",,Louth,"€198,017.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/09/2015,"44 PORTOBELLO HARBOUR, APT 5, GROVE RD DUBLIN 6",Dublin 6,Dublin,"€306,001.99",No,No,Second-Hand Dwelling house /Apartment,
05/12/2013,"CLONMETHAN, OLDTOWN",,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2018,"MAIN ST, TINNAHINCH, GRAIGUENAMANAGH",,Carlow,"€54,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/02/2013,"7 Compton Row, Newbridge Street, Birr",,Offaly,"€39,200.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2015,"4 Racecourse Gate, Naas",,Kildare,"€332,508.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
23/11/2012,"No.3 Gorse Grove, Foxford",,Mayo,"€62,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/02/2011,"Hunter's Lodge, Stephenstown, Naas",,Kildare,"€1,010,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2020,"ASSEY, NAVAN, MEATH",,Meath,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2017,"18 ASHURST, MOUNT MERRION AVE, BLACKROCK",,Dublin,"€236,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2021,"2 FORGEHILL RISE, STAMULLEN, MEATH",,Meath,"€252,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/07/2019,"80 The Bailey, Castle Farm, Naas",,Kildare,"€237,885.46",No,Yes,New Dwelling house /Apartment,
15/01/2021,"1 TULLYVARRAGA HEIGHTS, SHANNON, CLARE",,Clare,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/10/2021,"29 Fairways Gardens, Dublin Road, Dundak",,Louth,"€286,344.00",No,Yes,New Dwelling house /Apartment,
04/08/2017,"WOODLANDS, SOUTH DOUGLAS ROAD, CORK",,Cork,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2013,"PINE LODGE, TORQUAY RD, FOXROCK DUBLIN 18",,Dublin,"€1,185,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/10/2011,"No. 3 Rockfield Park, Stoneylane, Ardee",,Louth,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2010,"29 The View, Newtown Hall, Maynooth",,Kildare,"€200,950.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
15/03/2017,"6 SNUGBORO, CONVENT LANE, RATHFARNHAM",Dublin 14,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2014,"6 HOLLAND COURT, LISCANNOR, CLARE",,Clare,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/06/2014,"24  Rinn Lia, Ballybrit Road, Galway",,Galway,"€72,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2018,"21 INISH HOUSE, GOLDEN ISLAND, ATHLONE",,Westmeath,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2013,"44 Seabury Road, Malahide",,Dublin,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2018,"56 BANDON RD, CORK, CORK",,Cork,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2017,"Apartment 16 Adelphi Manor, Upper Georges Street, Dun Laoghaire",,Dublin,"€548,222.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/02/2014,"LONGWOOD HOUSE, LULLYMORE, RATHANGAN",,Kildare,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2018,"4 CHURCH LAWN, BLENNERVILLE, TRALEE",,Kerry,"€80,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
01/05/2019,"MARY ST, DURROW, LAOIS",,Laois,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/01/2010,"23 st columbas hts, swords",,Dublin,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/05/2019,"SEEVNESS, COOLANEY, SLIGO",,Sligo,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2010,"32 Hunters Wood, Camp  Ballyseedy, Tralee",,Kerry,"€226,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/08/2019,"32 Meadow Walk, Castle Heights, Kilmoney Road",,Cork,"€258,149.00",No,Yes,New Dwelling house /Apartment,
03/02/2020,"11 Drynam Green, Feltrim Road, Swords",,Dublin,"€339,198.24",No,Yes,New Dwelling house /Apartment,
12/04/2013,"7 Moatfield Avenue, Coolock, Dublin 17",Dublin 17,Dublin,"€194,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/03/2021,"20 THE CLOISTERS, KELLS, MEATH",,Meath,"€212,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2016,"DRUMGOOLD, ENNISCORTHY, CO WEXFORD",,Wexford,"€162,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2016,"10 VILLAGE WEIR, LOWER MAIN ST, LUCAN",,Dublin,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2021,"RIVERSIDE COTTAGE, MAIN STREET, STRADBALLY",,Laois,"€120,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
12/08/2021,"12 THE GROVE, PHEASANTS RUN, CLONEE DUBLIN 15",Dublin 15,Dublin,"€373,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2018,"3 WOLFE TONE TERRACE, NENAGH, TIPPERARY",,Tipperary,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/10/2020,"35 LA VALLEE, UPPER DARGLE RD, BRAY",,Wicklow,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/06/2017,"8 LIOS ARD, TULLA RD, ENNIS",,Clare,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2014,"63 DARA COURT, CELBRIDGE, KILDARE",,Kildare,"€168,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2015,"3 BIRCH GROVE, KILL AVE, DUN LAOGHAIRE",,Dublin,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/11/2017,"57 ST JOHNS PARK, TRALEE, KERRY",,Kerry,"€78,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/06/2020,"2 FOUNTAIN COTTAGES, LOWER MELL, MELL",,Louth,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2021,"Mounteen, Ballinascarthy, Clonakilty",,Cork,"€375,000.00",No,Yes,New Dwelling house /Apartment,
16/12/2014,"102 Ballymacool Woods, Letterkenny",,Donegal,"€61,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2020,"Apartment 8, Maple Hall, Clay Farm",Dublin 18,Dublin,"€348,017.62",No,Yes,New Dwelling house /Apartment,
29/11/2016,"6 WATERMILL CLOSE, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,"€312,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2021,"UNIT 1, 45 BLESSINGTON ST, DUBLIN 7",Dublin 7,Dublin,"€915,715.00",No,No,Second-Hand Dwelling house /Apartment,
16/04/2010,"Apartment 41 The Elms, Mount Merrion, Blackrock",,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/11/2014,"10 CHARNWOOD GREEN, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€351,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2016,"16 BEAUPARK, THE LOAKERS, BLACKROCK",,Louth,"€128,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/04/2021,"10 RUSHEEN ARD, CALTRAGH, SLIGO",,Sligo,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/02/2018,"APT 5 MILLWOOD, CARRIGDUFF, BUNCLODY",,Carlow,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2020,"8 GREENPARK CLOSE, SOUTH CIRCULAR RD, LIMERICK",,Limerick,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2016,"17 COURTYARD, FOTA ISLAND RESORT, CORK",,Cork,"€238,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/04/2016,"4 CRAWFORD COURT, MOVILLE, COUNTY DONEGAL",,Donegal,"€48,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2019,"Ballyoughtragh, Ballyferriter, Dingle",,Kerry,"€200,000.00",No,No,New Dwelling house /Apartment,
10/05/2019,"20 LANESBOROUGH CRESCENT, FINGLAS, DUBLIN 11",Dublin 11,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2016,"1 RIVER SIDE, KINNEGAD, WESTMEATH",,Westmeath,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2015,"26 INISHMHOR DR, BALLINCOLLIG, CORK",,Cork,"€73,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2015,"3 CARRIGMORE GLEN, CITY WEST, SAGGART",Dublin 24,Dublin,"€486,250.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2015,"STONEPARKS, BALLYMOTE, CO SLIGO",,Sligo,"€198,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2019,"APT 63 JAMES HAROLD, WESTPARK APTS, CITYWEST",Dublin 24,Dublin,"€246,428.57",No,No,Second-Hand Dwelling house /Apartment,
25/02/2013,"Graigues, Robertstown",,Kildare,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2019,"11 Ring Finnan Avenue, Kinsale Manor, Rathbeg",,Cork,"€299,559.00",No,Yes,New Dwelling house /Apartment,
17/05/2019,"14 KILROSS, SEVEN OAKS, RATHMINES DUBLIN 6",Dublin 6,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2021,"28 TOWER DR, BALLYDUFF, TRALEE",,Kerry,"€141,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2015,"14 Rathglen, Killeshin, Carlow",,Laois,"€114,537.45",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/01/2010,"12 Sallymount Avenue, Ranelagh",,Dublin,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,
